,ville_rechercher,ville_précise,hotel,url,note,description,latitutde,longitude,2022-11-23 03:00:00,2022-11-24 03:00:00,2022-11-25 03:00:00,2022-11-26 03:00:00,2022-11-27 03:00:00
685,Uzès,Uzès,DUPLEX CENTRE HISTORIQUE UZES,https://www.booking.com/hotel/fr/duplex-centre-historique-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,4",Vous pouvez bénéficier d'une réduction Genius dans l'établissement DUPLEX CENTRE HISTORIQUE UZES ! ,44.012349,4.41847,6.69,6.15,7.36,7.05,5.35
686,Uzès,Uzès,Maison de Roche-Uzès Centre Historique L' Ucetia,https://www.booking.com/hotel/fr/maison-de-roche-uzes-centre-historique-l-ucetia.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,4","Dotée d'un restaurant et d'une terrasse, la Maison de Roche-Uzès Centre Historique L' Ucetia est située à Uzès, à 31 km du parc des expositions de Nîmes, à 38 km de la gare centrale d'Avignon et à 40 km du palais des papes. Vous profiterez d'une terrasse et d'une aire de jeux pour enfants.",44.0112246,4.4199226,6.69,6.15,7.36,7.05,5.35
687,Uzès,Uzès,La garçonnièred’Uzes,https://www.booking.com/hotel/fr/la-garconniered-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"8,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement La garçonnièred’Uzes ! ,44.011945,4.419267,6.69,6.15,7.36,7.05,5.35
688,Uzès,Uzès,La Maison Rouge d'Uzes B&B,https://www.booking.com/hotel/fr/la-maison-rouge-d-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"8,7",Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Maison Rouge d'Uzes B&B ! ,44.01417771,4.42260727,6.69,6.15,7.36,7.05,5.35
689,Uzès,Uzès,Les cèdres,https://www.booking.com/hotel/fr/les-cedres-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,7","L'établissement Les cèdres est situé à Uzès, à 38 km de la gare centrale d'Avignon et à 40 km du palais des Papes, dans une région propice à la randonnée. Cet hébergement climatisé se trouve à 32 km du parc des expositions de Nîmes. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.",44.01184741,4.41413619,6.69,6.15,7.36,7.05,5.35
690,Uzès,Uzès,Bon Jour Uzès,https://www.booking.com/hotel/fr/bon-jour-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,6",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Bon Jour Uzès ! ,44.0121968,4.41912483,6.69,6.15,7.36,7.05,5.35
691,Uzès,Uzès,"Uzès à pied, Appartement dans cadre d'exception",https://www.booking.com/hotel/fr/uzes-a-pied-appartement-dans-cadre-d-39-exception.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,4","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Uzès à pied, Appartement dans cadre d'exception ! ",44.0124311,4.4192362,6.69,6.15,7.36,7.05,5.35
692,Uzès,Uzès,Une chambre à Uzès,https://www.booking.com/hotel/fr/une-chambre-a-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,2","Offrant une vue sur la ville, l'hébergement Une chambre à Uzès est situé à Uzès, à 31 km du parc des expositions de Nîmes et à 38 km de la gare centrale d'Avignon. Il se trouve à 48 km du parc des expositions d'Avignon et à 14 km du pont du Gard.",44.0118323,4.4185005,6.69,6.15,7.36,7.05,5.35
693,Uzès,Uzès,GOLF CLUB D'UZES,https://www.booking.com/hotel/fr/golf-club-d-39-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,9","Offrant une vue sur le jardin, le GOLF CLUB D'UZES est situé à Uzès. Il propose un restaurant, un salon commun, un bar, un jardin, une piscine extérieure ouverte en saison et une terrasse. Une connexion Wi-Fi et un parking privé sont disponibles gratuitement sur place.",43.982419,4.437963,6.69,6.15,7.36,7.05,5.35
694,Uzès,Uzès,AU BORD DE L'ALZON,https://www.booking.com/hotel/fr/au-bord-de-l-39-alzon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,8",Vous pouvez bénéficier d'une réduction Genius dans l'établissement AU BORD DE L'ALZON ! ,43.995238,4.421976,6.69,6.15,7.36,7.05,5.35
695,Uzès,Uzès,Le trente trois,https://www.booking.com/hotel/fr/le-trente-trois.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,1","Situé à Uzès, à 31 km du parc des expositions de Nîmes et à 38 km de la gare centrale d'Avignon, Le trente trois offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite.",44.00964195,4.41788524,6.69,6.15,7.36,7.05,5.35
696,Uzès,Uzès,Logis Hotel Restaurant Uzès Pont du Gard,https://www.booking.com/hotel/fr/uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,7","Le Logis Hotel Restaurant Uzès Pont du Gard propose des chambres confortables et bien équipées à seulement 10 minutes de marche du centre. Vous trouverez sur place une piscine extérieure, 2 courts de tennis et un excellent restaurant.",44.00284485,4.41645205,6.69,6.15,7.36,7.05,5.35
697,Uzès,Uzès,Au Gré Du Voyage,https://www.booking.com/hotel/fr/apartment-au-gre-du-voyage.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Au Gré Du Voyage ! ,44.0138602,4.42187353,6.69,6.15,7.36,7.05,5.35
698,Uzès,Uzès,Studio refait à neuf cœur d’Uzès,https://www.booking.com/hotel/fr/studio-refait-a-neuf-coeur-d-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"9,2","Situé à Uzès, à 31 km du parc des expositions de Nîmes et à 38 km de la gare centrale d'Avignon, le Studio refait à neuf cœur d'Uzès propose une connexion Wi-Fi gratuite et la climatisation. Offrant une vue sur la ville, il se trouve à 39 km du palais des papes et à 40 km de la gare TGV d'Avignon.",44.00920802,4.41763152,6.69,6.15,7.36,7.05,5.35
699,Uzès,Uzès,Le Studio 2,https://www.booking.com/hotel/fr/le-studio-2-uzes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=93ed8acbe01f02f3&srepoch=1669146264&from=searchresults#hotelTmpl,"8,3","Situé à Uzès, à 31 km du parc des expositions de Nîmes et à 38 km de la gare centrale d'Avignon, l'établissement Le Studio 2 dispose de la climatisation. Cet appartement se trouve à 48 km du parc des expositions d'Avignon et à 13 km du pont du Gard.",44.01137513,4.41975805,6.69,6.15,7.36,7.05,5.35
700,Avignon,"Centre-ville d'Avignon, Avignon","Duplex climatisé-Hauteur sous plafond 1,9m-Parking gratuit-Netflix-Arrivée autonome !! Duplex-Ceiling height 1,9m-Free parking-Netflix-Self check in",https://www.booking.com/hotel/fr/duplex-climatise-au-centre-ville-d-avignon-avec-parking-prive-gratuit.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,6","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Duplex climatisé-Hauteur sous plafond 1,9m-Parking gratuit-Netflix-Arrivée autonome !! Duplex-Ceiling height 1,9m-Free parking-Netflix-Self check in ! ",43.9465116,4.8035118,6.59,7.07,8.46,8.12,5.79
701,Avignon,"Centre-ville d'Avignon, Avignon",NOUVEAU - AUX MARCHES DU PALAIS - SPACIEUX - LOGGIA,https://www.booking.com/hotel/fr/nouveau-aux-marches-du-palais-spacieux-loggia.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"9,0","Le NOUVEAU - AUX MARCHES DU PALAIS - SPACIEUX - LOGGIA est situé à Avignon, à 200 mètres du palais des papes et à 1,1 km de la gare centrale, dans une région propice à la randonnée. Vous bénéficierez d'un balcon et d'une connexion Wi-Fi gratuite.",43.952055,4.8054629,6.59,7.07,8.46,8.12,5.79
702,Avignon,"Centre-ville d'Avignon, Avignon",CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE,https://www.booking.com/hotel/fr/hypercentre-cosy-carnot-avignonsmile.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"8,5",Vous pouvez bénéficier d'une réduction Genius dans l'établissement CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE ! ,43.94917757,4.81083119,6.59,7.07,8.46,8.12,5.79
703,Avignon,"Centre-ville d'Avignon, Avignon",A l'ombre du Palais,https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3",Vous pouvez bénéficier d'une réduction Genius dans l'établissement A l'ombre du Palais ! ,43.951729,4.810339,6.59,7.07,8.46,8.12,5.79
704,Avignon,"Centre-ville d'Avignon, Avignon",Maison XIXe et Jardin en Intramuros,https://www.booking.com/hotel/fr/maison-xixe-et-jardin-en-intramuros.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"8,8",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison XIXe et Jardin en Intramuros ! ,43.95034438,4.81153785,6.59,7.07,8.46,8.12,5.79
705,Avignon,"Centre-ville d'Avignon, Avignon",Charming 2br with AC a stone's throw from Les Halles d'Avignon Welkeys,https://www.booking.com/hotel/fr/charming-2br-with-ac-a-stone-39-s-throw-from-les-halles-d-39-avignon-welkeys.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"8,0","Situé au cœur d'Avignon, à proximité du palais des papes et de la gare centrale d'Avignon, le Charming 2br with AC se trouve à quelques pas des Halles d'Avignon Welkeys. Il propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'un réfrigérateur et une bouilloire. Offrant une vue sur la ville, il se trouve à 5 km de la gare TGV d'Avignon et à 11 km du parc des expositions d'Avignon.",43.9477626,4.8085372,6.59,7.07,8.46,8.12,5.79
706,Avignon,"Centre-ville d'Avignon, Avignon",Le Clos Saluces,https://www.booking.com/hotel/fr/le-clos-saluces.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"9,9","Le Clos Saluces possède un jardin fleuri aménagé et une terrasse dotée d'une fontaine. Il est situé à Avignon, en Provence-Alpes-Côte d'Azur, à 450 mètres du palais des Papes et à 950 mètres du pont d'Avignon.",43.9501934,4.81058627,6.59,7.07,8.46,8.12,5.79
707,Avignon,"Centre-ville d'Avignon, Avignon",Régina Boutique Hotel,https://www.booking.com/hotel/fr/hotelreginaavignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Régina Boutique Hotel ! ,43.9481658,4.80576485,6.59,7.07,8.46,8.12,5.79
708,Avignon,"Centre-ville d'Avignon, Avignon",Charme au cœur d'avignon,https://www.booking.com/hotel/fr/charme-au-coeur-d-39-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,5",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Charme au cœur d'avignon ! ,43.947744,4.80797,6.59,7.07,8.46,8.12,5.79
709,Avignon,"Centre-ville d'Avignon, Avignon",Le Magnan,https://www.booking.com/hotel/fr/hotellemagnan.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Magnan ! ,43.94362946,4.81217131,6.59,7.07,8.46,8.12,5.79
710,Avignon,Avignon,ApartHotel Sainte-Marthe,https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"7,8",Vous pouvez bénéficier d'une réduction Genius dans l'établissement ApartHotel Sainte-Marthe ! ,43.94989514,4.81986389,6.59,7.07,8.46,8.12,5.79
711,Avignon,Avignon,Aparthotel Adagio Access Avignon,https://www.booking.com/hotel/fr/citea-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,6","L’Aparthotel Adagio Access Avignon se situe près de la gare TGV d’Avignon, à seulement 10 minutes en voiture du centre-ville. Cette résidence propose des appartements et des studios dotés de la climatisation et d’une kitchenette bien équipée.",43.92623117,4.78592724,6.59,7.07,8.46,8.12,5.79
712,Avignon,"Centre-ville d'Avignon, Avignon",Hôtel Le Bristol,https://www.booking.com/hotel/fr/hotel-bristol-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"7,9",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Bristol ! ,43.94403213,4.80533168,6.59,7.07,8.46,8.12,5.79
713,Avignon,"Centre-ville d'Avignon, Avignon",Hôtel Danieli,https://www.booking.com/hotel/fr/hoteldanieli.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=414f8acc699f00ec&srepoch=1669146265&from=searchresults#hotelTmpl,"7,4","L'Hôtel Danieli est situé au cœur de la vieille ville d'Avignon, à 400 mètres du Palais des Papes et à 10 minutes à pied du pont d'Avignon. Les peintures dans cet hôtel ont été réalisées par Yvan Osscini.",43.94756619,4.80603039,6.59,7.07,8.46,8.12,5.79
